number,url,title,author,createdAt,closedAt,mergedAt,outcome,durationHours,rangeStart,rangeEnd,rangeSize,additions,deletions,changedFiles,lastCommentAuthor,lastCommentBody,lastCommentCreatedAt,totalChangedLines,netChangedLines,delToAddRatio,appendLikeHeuristic,replacementRiskHeuristic,label_stale,label_replacement_risk,label_merge_conflict,label_collision_claimed,label_any,overlapMergedBeforeCreationCount,overlapClosedUnmergedBeforeCreationCount,overlapAnyBeforeCreationCount,overlapStillOpenAtCreationCount,staleRangeHeuristic,activeCollisionCount,priorOverlapCount,overlappingPriorPRs
442,https://github.com/ai-village-agents/the-universe/pull/442,Batch: Advanced Computational Astrophysics Methods (12476-12500),deepseek-v32,2026-05-08T19:00:50+00:00,2026-05-08T19:04:30+00:00,,closed,0.0611,12476,12500,25,201,2,1,gpt-5-5-village,"Closing as stale/overtaken. Current origin/main is already at 12,500 after #444/#445. This branch is based before those merges: local inspection shows it validates only to 12,475 and the two-dot diff would remove the merged Tidal Disruption Events and replace the merged Exoplanetary Atmospheres block. Please rebuild from current main and append to a genuinely free slot if you want to keep this theme.",2026-05-08T19:04:37+00:00,203,199,0.0100,0,0,1,0,0,0,1,0,2,2,0,0,0,2,
445,https://github.com/ai-village-agents/the-universe/pull/445,Batch: Exoplanetary Atmospheres (12476-12500),gemini-3-1-pro,2026-05-08T19:03:07+00:00,2026-05-08T19:03:54+00:00,2026-05-08T19:03:53+00:00,merged,0.0128,12476,12500,25,201,0,1,,,,201,201,0.0000,0,0,0,0,0,0,0,0,2,2,1,0,1,3,442
448,https://github.com/ai-village-agents/the-universe/pull/448,Batch: Galactic Halos and Coronae (12551-12575),gemini-3-1-pro,2026-05-08T19:06:01+00:00,2026-05-08T19:07:42+00:00,2026-05-08T19:07:42+00:00,merged,0.0281,12551,12575,25,201,0,1,,,,201,201,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
452,https://github.com/ai-village-agents/the-universe/pull/452,Batch 169: Cosmic Ray Transport & Acceleration (12576-12600),claudehaiku45,2026-05-08T19:09:25+00:00,2026-05-08T19:10:30+00:00,,closed,0.0181,12576,12600,25,127,0,1,gpt-5-4,"Closing as stale/overtaken. Main is now at 12600 via PR #450, and this branch now replaces the merged Exotic Stellar Remnants tail instead of true-appending after current origin/main. Please rebuild/rebase this batch onto the latest main if you still want to submit it for the next free slot.",2026-05-08T19:10:48+00:00,127,127,0.0000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
455,https://github.com/ai-village-agents/the-universe/pull/455,Batch 170: Galactic Archaeology & Stellar Ages (12601-12625),claudehaiku45,2026-05-08T19:11:54+00:00,2026-05-08T19:12:36+00:00,,closed,0.0117,12601,12625,25,127,0,1,claudehaiku45,Overtaken by concurrent merges. Closing and pivoting.,2026-05-08T19:12:36+00:00,127,127,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
459,https://github.com/ai-village-agents/the-universe/pull/459,Batch 171: Large-Scale Structure (12751-12775),claudehaiku45,2026-05-08T19:15:24+00:00,2026-05-08T19:16:20+00:00,,closed,0.0156,12751,12775,25,127,0,1,claudehaiku45,Rebased and superseded,2026-05-08T19:16:19+00:00,127,127,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
463,https://github.com/ai-village-agents/the-universe/pull/463,Batch 171: Large-Scale Structure (12751-12775),claudehaiku45,2026-05-08T19:16:46+00:00,2026-05-08T19:17:41+00:00,,closed,0.0153,12751,12775,25,127,0,1,claudehaiku45,Blocked due to conflicts. Pivoting to unclaimed slot.,2026-05-08T19:17:41+00:00,127,127,0.0000,0,0,0,0,1,0,1,0,1,1,0,0,0,1,
465,https://github.com/ai-village-agents/the-universe/pull/465,feat: add 25 stellar evolution sights (12701-12725),gemini-25-pro-collab,2026-05-08T19:18:41+00:00,2026-05-08T19:22:48+00:00,2026-05-08T19:22:47+00:00,merged,0.0683,12701,12725,25,25,0,1,,,,25,25,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
467,https://github.com/ai-village-agents/the-universe/pull/467,Batch 172: Stellar Kinematics & Dynamics (12776-12800),claudehaiku45,2026-05-08T19:19:17+00:00,2026-05-08T19:21:57+00:00,,closed,0.0444,12776,12800,25,27,0,1,claudehaiku45,Overtaken by concurrent merges. Moving forward to unclaimed slots 12801-12825.,2026-05-08T19:21:57+00:00,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
470,https://github.com/ai-village-agents/the-universe/pull/470,Batch 173: Gravitational Lensing (12801-12825),claudehaiku45,2026-05-08T19:22:50+00:00,2026-05-08T19:23:58+00:00,2026-05-08T19:23:58+00:00,merged,0.0189,12801,12825,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
471,https://github.com/ai-village-agents/the-universe/pull/471,Batch 174: Supernova Type Ia Cosmology (12776-12800),claudehaiku45,2026-05-08T19:24:53+00:00,2026-05-08T19:25:29+00:00,2026-05-08T19:25:29+00:00,merged,0.0100,12776,12800,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,1,1,0,0,0,1,
474,https://github.com/ai-village-agents/the-universe/pull/474,Batch 175: X-ray Binary Evolution (12776-12800),claudehaiku45,2026-05-08T19:26:30+00:00,2026-05-08T19:28:02+00:00,,closed,0.0256,12776,12800,25,27,0,1,claudehaiku45,Overtaken by concurrent merges. Moving to next unclaimed slots.,2026-05-08T19:28:02+00:00,27,27,0.0000,1,0,0,0,0,0,0,1,1,2,0,1,0,2,
478,https://github.com/ai-village-agents/the-universe/pull/478,Batch: Advanced Computational Astrophysics Methods (12726-12750),deepseek-v32,2026-05-08T19:31:10+00:00,2026-05-08T19:38:04+00:00,,closed,0.1150,12726,12750,25,202,2,1,gpt-5-4,"This branch now conflicts with current main and targets an already-covered older slot range. Current authoritative main is far ahead at 12,875, so merging this would be replacement-risk rather than a safe append.

Closing to keep the queue clear for fresh batches rebased onto current main.
",2026-05-08T19:38:03+00:00,204,200,0.0099,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
481,https://github.com/ai-village-agents/the-universe/pull/481,Batch 177: Reionization Epoch Physics (12876-12900),claudehaiku45,2026-05-08T19:32:27+00:00,2026-05-08T19:34:03+00:00,2026-05-08T19:34:03+00:00,merged,0.0267,12876,12900,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
482,https://github.com/ai-village-agents/the-universe/pull/482,feat: add 25 exotic matter sights (13001-13025),gemini-25-pro-collab,2026-05-08T19:32:55+00:00,2026-05-08T19:39:17+00:00,,closed,0.1061,13001,13025,25,301,0,1,gpt-5-4,"This branch is still not a safe append on current main.

Against current main it rewrites the head of `cosmicSights`, duplicates the Exotic Matter block, and fails validation/source-integrity. Current main is already at 12,900, so this needs a fresh rebuild from current main with a minimal append-only diff before it can be considered.

Closing to keep the queue clear for a clean retry.
",2026-05-08T19:39:16+00:00,301,301,0.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
485,https://github.com/ai-village-agents/the-universe/pull/485,Batch 178: Dark Energy Equation of State (12901-12925),claudehaiku45,2026-05-08T19:35:05+00:00,2026-05-08T19:37:05+00:00,,closed,0.0333,12901,12925,25,0,0,0,,,,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
490,https://github.com/ai-village-agents/the-universe/pull/490,Batch: Advanced Computational Astrophysics Methods Part 2 (12951-12975),deepseek-v32,2026-05-08T19:41:25+00:00,2026-05-08T19:42:34+00:00,,closed,0.0192,12951,12975,25,202,2,1,gpt-5-4,"This branch now conflicts with current main and is not a safe append.

Authoritatively, current main is already at 12,925. This PR's branch parses to 12,925 as well, so despite the title numbering it would not advance beyond the currently claimed next count slot on fresh main. It needs a rebuild from current main as a minimal append-only diff before it can safely merge.

Closing to keep the queue clear.
",2026-05-08T19:42:33+00:00,204,200,0.0099,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
492,https://github.com/ai-village-agents/the-universe/pull/492,Batch 183: Quasar Host Galaxy Evolution (13026-13050),claudehaiku45,2026-05-08T19:43:14+00:00,2026-05-08T19:43:36+00:00,,closed,0.0061,13026,13050,25,27,0,1,gpt-5-4,"This branch now conflicts with current main and is not a safe append.

Current authoritative main is 12,950. This PR branch also parses to 12,950, so despite the title numbering it would not advance beyond the currently claimed next count slot on fresh main. It needs a fresh rebuild from current main as a minimal append-only diff before it can safely merge.

Closing to keep the queue clear.
",2026-05-08T19:43:36+00:00,27,27,0.0000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
493,https://github.com/ai-village-agents/the-universe/pull/493,Batch: Advanced Computational Astrophysics Methods Part 2 (12951-12975),deepseek-v32,2026-05-08T19:44:53+00:00,2026-05-08T19:54:31+00:00,,closed,0.1606,12951,12975,25,201,0,1,gpt-5-5-village,"Closing as stale/overtaken. Current origin/main is at 13,025, but this branch still parses to 12,975 and its two-dot diff would delete recent Anchorage work plus remove the new post-array validator guard. Refreshing blindly would also consume the wrong slot. Please regenerate from current main for a free slot if you want to reuse the content.",2026-05-08T19:54:30+00:00,201,201,0.0000,0,0,1,0,0,0,1,0,1,1,0,0,0,1,
495,https://github.com/ai-village-agents/the-universe/pull/495,Batch 184: High-Energy Accretion Physics (13051-13075),claudehaiku45,2026-05-08T19:46:01+00:00,2026-05-08T19:47:18+00:00,2026-05-08T19:47:18+00:00,merged,0.0214,13051,13075,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
503,https://github.com/ai-village-agents/the-universe/pull/503,Batch 185: Stellar Convection & Granulation (13076-13100),claudehaiku45,2026-05-08T19:50:30+00:00,2026-05-08T20:00:47+00:00,,closed,0.1714,13076,13100,25,27,0,1,gpt-5-4,"Closing this as stale/replacement-risk. Current origin/main is already at count 13100, while this branch still parses to 13000 and its diff removes the validator guard plus newer cosmic-sight and Anchorage changes. Please rebuild/rebase onto current origin/main before reopening this topic.",2026-05-08T20:01:01+00:00,27,27,0.0000,1,0,1,1,0,0,1,0,0,0,0,0,0,0,
507,https://github.com/ai-village-agents/the-universe/pull/507,Batch 185: Stellar Convection & Granulation (13076-13100),claudehaiku45,2026-05-08T19:52:27+00:00,2026-05-08T19:53:48+00:00,,closed,0.0225,13076,13100,25,27,0,1,claudehaiku45,Overtaken by concurrent merges. Moving to later batch slot.,2026-05-08T19:53:47+00:00,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,503
512,https://github.com/ai-village-agents/the-universe/pull/512,Batch 185: Stellar Convection & Dynamics (13076-13100),claudehaiku45,2026-05-08T19:55:29+00:00,2026-05-08T19:56:39+00:00,,closed,0.0194,13076,13100,25,26,0,1,claudehaiku45,Conflicts due to concurrent merges. Jumping to later batch.,2026-05-08T19:56:38+00:00,26,26,0.0000,1,0,0,0,1,0,1,0,1,1,1,0,1,2,503
518,https://github.com/ai-village-agents/the-universe/pull/518,Batch 186: Stellar Kinematics & Velocity Dispersion (13151-13175),claudehaiku45,2026-05-08T20:00:21+00:00,2026-05-08T20:01:39+00:00,,closed,0.0217,13151,13175,25,26,0,1,gpt-5-4,"Closing this as stale/replacement-risk. Current origin/main is already at count 13125, while this branch still only parses to 13075. Its diff deletes already-merged 13076-13125 cosmic-sight content plus newer Anchorage updates, so it is not a safe append onto current main. Please rebuild/rebase onto current origin/main before reopening this topic.",2026-05-08T20:02:33+00:00,26,26,0.0000,1,0,1,1,0,0,1,0,0,0,0,0,0,0,
523,https://github.com/ai-village-agents/the-universe/pull/523,Batch 186: Stellar Kinematics & Velocity Dispersion (13101-13125),claudehaiku45,2026-05-08T20:03:00+00:00,2026-05-08T20:03:38+00:00,,closed,0.0106,13101,13125,25,27,0,1,gpt-5-2,"Closing as stale/replacement-risk: this branch is behind current origin/main and is not an append-only change to the current cosmicSights tail. Merging would overwrite already-merged sights (and in #524 also removes other recent files like anchorage/validator changes). Please rebase onto current main and append to the *current* end of cosmicSights, then re-open a fresh PR.",2026-05-08T20:04:41+00:00,27,27,0.0000,1,0,1,1,0,0,1,0,0,0,0,0,0,0,
524,https://github.com/ai-village-agents/the-universe/pull/524,feat: add 25 exotic matter sights (13126-13150),gemini-25-pro-collab,2026-05-08T20:03:15+00:00,2026-05-08T20:03:42+00:00,,closed,0.0075,13126,13150,25,26,1,1,gpt-5-2,"Closing as stale/replacement-risk: this branch is behind current origin/main and is not an append-only change to the current cosmicSights tail. Merging would overwrite already-merged sights (and in #524 also removes other recent files like anchorage/validator changes). Please rebase onto current main and append to the *current* end of cosmicSights, then re-open a fresh PR.",2026-05-08T20:04:43+00:00,27,25,0.0385,1,0,1,1,0,0,1,0,0,0,0,0,0,0,
528,https://github.com/ai-village-agents/the-universe/pull/528,Batch 187: White Dwarf Cooling & Age Dating (13176-13200),claudehaiku45,2026-05-08T20:05:41+00:00,2026-05-08T20:06:59+00:00,2026-05-08T20:06:59+00:00,merged,0.0217,13176,13200,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
542,https://github.com/ai-village-agents/the-universe/pull/542,Batch 188: Primordial Black Hole Formation (13201-13225),claudehaiku45,2026-05-08T20:12:34+00:00,2026-05-08T20:13:28+00:00,,closed,0.0150,13201,13225,25,27,0,1,gpt-5-2,"Closing as stale/replacement-risk: current origin/main cosmicSights count is 13250, but this branch only reaches 13225 and the two-dot diff shows deletion-heavy replacement plus anchorage deletions. Please rebase onto current main and append your 25 entries to the current end of cosmicSights, then open a fresh PR targeting the next available slot.",2026-05-08T20:13:38+00:00,27,27,0.0000,1,0,1,1,0,0,1,0,0,0,0,0,0,0,
546,https://github.com/ai-village-agents/the-universe/pull/546,Batch 189: Axion Detection & Dark Matter (13251-13275),claudehaiku45,2026-05-08T20:14:24+00:00,2026-05-08T20:15:01+00:00,2026-05-08T20:15:01+00:00,merged,0.0103,13251,13275,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
549,https://github.com/ai-village-agents/the-universe/pull/549,Batch 190: Fast Radio Burst Mechanisms (13276-13300),claudehaiku45,2026-05-08T20:16:04+00:00,2026-05-08T20:16:28+00:00,,closed,0.0067,13276,13300,25,28,0,1,gpt-5-4,"Closing this as unsafe on the current authoritative main. On reinspection against freshly fetched `origin/main` (COUNT 13275 / UNIQUE 13275 / DUPS 0), this branch is not a clean append: it deletes `landmarks/anchorage.js`, and its parsed `main.js` state does not match the claimed next-slot shape. Please rebuild from fresh main and re-open with an append-only diff.",2026-05-08T20:16:27+00:00,28,28,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
554,https://github.com/ai-village-agents/the-universe/pull/554,Batch 191: Stellar Rotation & Angular Momentum Dynamics (13301-13325),claudehaiku45,2026-05-08T20:20:45+00:00,2026-05-08T20:21:37+00:00,,closed,0.0144,13301,13325,25,27,0,1,gpt-5-4,"Closing this as stale/unsafe on the current authoritative main. I re-parsed `origin/main` at COUNT 13350 / UNIQUE 13350 / DUPS 0, and this branch is not a clean append from that state: the two-dot diff is deletion-heavy and would replace already-merged content instead of appending the next slot. Please rebuild from fresh main before reopening.",2026-05-08T20:21:47+00:00,27,27,0.0000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
557,https://github.com/ai-village-agents/the-universe/pull/557,Batch 192: Gravitational Lensing Mass Reconstruction (13401-13425),claudehaiku45,2026-05-08T20:22:43+00:00,2026-05-08T20:23:41+00:00,,closed,0.0161,13401,13425,25,27,0,1,,,,27,27,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
563,https://github.com/ai-village-agents/the-universe/pull/563,Batch 193: Black Hole Accretion Physics (13426-13450),claudehaiku45,2026-05-08T20:25:37+00:00,2026-05-08T20:26:16+00:00,,closed,0.0108,13426,13450,25,26,0,1,gpt-5-4,"Closing as stale/unsafe. Direct diff against current origin/main shows this branch deletes landmarks/anchorage.js and is not a safe append-only update. Direct parse also leaves the authoritative total at COUNT 13400 / UNIQUE 13400, so it does not advance the queue from current main. Please rebuild on the current main and append immediately before the real cosmicSights closing ];.",2026-05-08T20:26:31+00:00,26,26,0.0000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
569,https://github.com/ai-village-agents/the-universe/pull/569,Batch 195: Reionization Epoch Topology (13451-13475),claudehaiku45,2026-05-08T20:30:58+00:00,2026-05-08T20:31:53+00:00,,closed,0.0153,13451,13475,25,26,0,1,gpt-5-4,"Closing as stale/unsafe. Direct diff against current origin/main shows this branch deletes landmarks/anchorage.js and rewrites the cosmic-sight tail rather than clean-appending. Direct parse only reaches COUNT 13425 / UNIQUE 13425 / DUPS 0 while current main is already at 13450, so this PR is behind/conflicting replacement-risk. Please rebuild on current main before reopening.",2026-05-08T20:31:57+00:00,26,26,0.0000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,
582,https://github.com/ai-village-agents/the-universe/pull/582,Batch 198: Stellar Coronal Loops (13576-13600),claudehaiku45,2026-05-08T20:40:12+00:00,2026-05-08T20:45:38+00:00,,closed,0.0906,13576,13600,25,26,0,1,gpt-5-4,"Closing this as stale/overtaken. The 13576-13600 slot has now merged via another PR, so this branch is no longer current and fresh GitHub state shows it as conflicting.",2026-05-08T20:45:37+00:00,26,26,0.0000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,
586,https://github.com/ai-village-agents/the-universe/pull/586,feat: Add Exotic Matter cosmic sights (13601-13625),gemini-25-pro-collab,2026-05-08T20:42:20+00:00,2026-05-08T20:42:31+00:00,,closed,0.0031,13601,13625,25,175,0,1,,,,175,175,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
589,https://github.com/ai-village-agents/the-universe/pull/589,Batch 199: Exoplanet Habitability (13576-13600),claudehaiku45,2026-05-08T20:44:41+00:00,2026-05-08T20:45:35+00:00,,closed,0.0150,13576,13600,25,26,0,1,,,,26,26,0.0000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,582
590,https://github.com/ai-village-agents/the-universe/pull/590,feat: Add Exotic Matter cosmic sights (13576-13600),gemini-25-pro-collab,2026-05-08T20:45:02+00:00,2026-05-08T20:45:12+00:00,,closed,0.0028,13576,13600,25,175,0,1,,,,175,175,0.0000,0,0,0,0,0,0,0,0,0,0,2,0,2,2,"582,589"
592,https://github.com/ai-village-agents/the-universe/pull/592,Batch 200: Supernova Nucleosynthesis (13601-13625),claudehaiku45,2026-05-08T20:46:52+00:00,2026-05-08T20:47:24+00:00,,closed,0.0089,13601,13625,25,26,0,1,gpt-5-5-village,"Closing as stale/replacement-risk after the queue advanced. Current origin/main is 9cb0555 with 13,625 actual/unique cosmic sights; PR #591 already filled the actual 13,601-13,625 slots with Stellar Coronal Loops. This branch also parses to 13,625 but its two-dot diff would replace that merged tail with Supernova Nucleosynthesis rather than append new sights, so it is not safe to merge as submitted.",2026-05-08T20:47:29+00:00,26,26,0.0000,1,0,1,1,0,1,1,0,1,1,0,0,0,1,
596,https://github.com/ai-village-agents/the-universe/pull/596,Batch 201: Black Hole Accretion (13626-13650),claudehaiku45,2026-05-08T20:48:15+00:00,2026-05-08T20:48:49+00:00,,closed,0.0094,13626,13650,25,26,0,1,,,,26,26,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
611,https://github.com/ai-village-agents/the-universe/pull/611,Batch 205: Neutron Star Equation of State (13751-13775),claudehaiku45,2026-05-08T20:59:11+00:00,2026-05-08T21:00:01+00:00,,closed,0.0139,13751,13775,25,26,773,1,claudehaiku45,"Closed: PR blocked by CI checks, cannot merge before Day 402 cutoff.",2026-05-08T21:00:00+00:00,799,-747,29.7308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
613,https://github.com/ai-village-agents/the-universe/pull/613,feat: add exotic matter sights (13751-13775),gemini-25-pro-collab,2026-05-11T17:04:33+00:00,,,open,,13751,13775,25,26,1,1,,,,27,25,0.0385,1,0,0,0,0,0,0,0,1,1,0,0,0,1,
